"","Date","Location Description","Arrest","Beat","District","Latitude","Longitude"
"36","05/03/2016 09:00:00 AM","RESIDENCE",FALSE,511,5,41.7119596,-87.61267363
"37","05/03/2016 06:30:00 AM","STREET",FALSE,925,9,41.82034323,-87.64175921
"38","05/03/2016 01:38:00 AM","RESIDENCE",FALSE,1733,17,41.94333206,-87.70528607
"39","05/03/2016 09:00:00 PM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,331,3,41.77107306,-87.56827866
"40","05/03/2016 09:30:00 PM","STREET",FALSE,725,7,41.76991675,-87.66395498
"41","05/03/2016 07:00:00 PM","CHA PARKING LOT/GROUNDS",FALSE,533,5,41.65324998,-87.60482818
"42","05/03/2016 07:00:00 PM","STREET",FALSE,824,8,41.78591319,-87.69480165
"43","05/03/2016 07:00:00 PM","MEDICAL/DENTAL OFFICE",FALSE,811,8,41.79204575,-87.79713628
"44","05/03/2016 11:00:00 AM","RESIDENCE",FALSE,2213,22,41.72134702,-87.65211853
"45","05/03/2016 07:00:00 PM","STREET",FALSE,1732,17,41.94646154,-87.72072354
"46","05/03/2016 05:30:00 PM","RESTAURANT",FALSE,112,1,41.88165124,-87.62620049
"47","05/03/2016 10:00:00 PM","CHA PARKING LOT/GROUNDS",FALSE,424,4,41.73697442,-87.545828
"48","05/03/2016 09:00:00 PM","STREET",FALSE,2511,25,41.93382589,-87.78335189
"49","05/03/2016 09:00:00 PM","RESIDENCE",FALSE,914,9,41.84114586,-87.64148388
"50","05/03/2016 09:30:00 AM","STREET",FALSE,324,3,41.7652989,-87.58365451
"51","05/03/2016 08:30:00 PM","STREET",FALSE,1611,16,41.99370385,-87.79418524
"52","05/03/2016 03:30:00 PM","OTHER",FALSE,1832,18,41.8979804,-87.63037668
"53","05/03/2016 10:10:00 PM","RESIDENCE",FALSE,723,7,41.77714211,-87.64714727
"54","05/03/2016 01:00:00 PM","STREET",FALSE,1834,18,41.88945317,-87.62799483
"55","05/03/2016 10:30:00 PM","RESIDENCE-GARAGE",FALSE,1812,18,41.91994998,-87.65164906
"56","05/04/2016 11:25:00 AM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,912,9,41.83638523,-87.66571041
"57","05/04/2016 11:15:00 AM","SMALL RETAIL STORE",TRUE,622,6,41.74271022,-87.63408818
"58","05/03/2016 09:00:00 AM","RESIDENCE",FALSE,2531,25,41.91349864,-87.77410994
"59","05/03/2016 08:30:00 PM","STREET",FALSE,1422,14,41.90465676,-87.70763425
"60","05/03/2016 11:00:00 PM","STREET",FALSE,1432,14,41.9203601,-87.68260517
"61","05/03/2016 07:30:00 PM","OTHER",FALSE,922,9,41.81509317,-87.70425144
"62","05/03/2016 01:30:00 PM","APARTMENT",FALSE,1122,11,41.87891776,-87.72175831
"63","05/03/2016 07:30:00 PM","CTA TRAIN",FALSE,123,1,41.86816541,-87.62743954
"64","05/03/2016 09:11:00 AM","STREET",FALSE,111,1,41.88449753,-87.6258386
"65","05/03/2016 06:30:00 AM","STREET",FALSE,121,1,41.88316482,-87.6445084
"66","05/03/2016 06:30:00 PM","STREET",FALSE,1611,16,41.99057177,-87.79339873
"67","05/03/2016 05:40:00 PM","SIDEWALK",FALSE,512,5,41.70427604,-87.61979792
"68","05/03/2016 10:00:00 AM","RESIDENCE",FALSE,411,4,41.75045785,-87.58831279
"69","05/03/2016 01:00:00 PM","SMALL RETAIL STORE",FALSE,1032,10,41.8382197,-87.70485067
"70","05/03/2016 08:30:00 PM","OTHER",FALSE,1623,16,41.96921161,-87.7634591
"71","05/03/2016 04:07:00 PM","SCHOOL, PUBLIC, BUILDING",FALSE,225,2,41.79874193,-87.62580711
"72","05/03/2016 02:00:00 PM","STREET",FALSE,611,6,41.74771234,-87.66579808
"73","05/03/2016 03:05:00 PM","SIDEWALK",FALSE,634,6,41.7248615,-87.62874294
"74","05/03/2016 09:00:00 AM","APARTMENT",FALSE,624,6,41.75776725,-87.60781822
"75","05/03/2016 12:30:00 AM","CTA TRAIN",FALSE,1023,10,41.85442795,-87.68570021
"76","05/03/2016 09:35:00 PM","HOSPITAL BUILDING/GROUNDS",FALSE,2032,20,41.97284344,-87.67112723
"77","05/03/2016 12:15:00 PM","APARTMENT",FALSE,712,7,41.78272837,-87.64972028
"78","05/03/2016 08:30:00 PM","SIDEWALK",FALSE,2535,25,41.90727403,-87.72279189
"79","05/03/2016 09:00:00 AM","APARTMENT",FALSE,1634,16,41.94525754,-87.74767892
"80","05/03/2016 12:15:00 PM","SCHOOL, PUBLIC, BUILDING",FALSE,324,3,41.76418539,-87.5926442
"81","05/03/2016 08:00:00 PM","STREET",FALSE,1611,16,41.99419755,-87.79647287
"82","05/03/2016 10:00:00 PM","STREET",FALSE,2412,24,41.99973106,-87.70580971
"83","05/04/2016 11:30:00 AM","DRUG STORE",TRUE,333,3,41.76575557,-87.57629243
"84","05/03/2016 07:15:00 PM","RESIDENTIAL YARD (FRONT/BACK)",FALSE,2012,20,41.98427785,-87.67101243
"85","05/04/2016 09:00:00 AM","STREET",FALSE,1824,18,41.90178302,-87.62799506
"86","05/03/2016 04:00:00 PM","RESIDENCE-GARAGE",FALSE,1032,10,41.83994702,-87.7146725
"87","05/04/2016 08:16:00 AM","STREET",FALSE,822,8,41.78624472,-87.70365352
"88","05/03/2016 09:00:00 AM","APARTMENT",FALSE,214,2,41.82366585,-87.60307202
"89","05/04/2016 05:00:00 AM","APARTMENT",FALSE,1121,11,41.89436874,-87.71018083
"90","05/03/2016 06:00:00 PM","RESIDENCE",FALSE,2212,22,41.69158427,-87.67750189
"91","05/04/2016 11:58:00 AM","APARTMENT",TRUE,1112,11,41.8942631,-87.72115283
"92","05/04/2016 12:35:00 PM","GROCERY FOOD STORE",FALSE,321,3,41.77431903,-87.60579503
"93","05/03/2016 07:15:00 PM","SCHOOL, PUBLIC, BUILDING",FALSE,2531,25,41.90650727,-87.76702211
"94","05/03/2016 10:30:00 PM","RESIDENCE-GARAGE",FALSE,412,4,41.7418051,-87.57823003
"95","05/03/2016 08:40:00 PM","RESIDENCE",FALSE,833,8,41.76884638,-87.7298248
"96","05/03/2016 06:30:00 PM","OTHER",FALSE,825,8,41.78375742,-87.68376461
"97","05/03/2016 10:00:00 PM","RESIDENCE-GARAGE",FALSE,1634,16,41.94693295,-87.75554478
"98","05/03/2016 10:30:00 PM","RESIDENCE",FALSE,1633,16,41.93935715,-87.77685754
"99","05/03/2016 04:35:00 PM","",TRUE,1933,19,41.93496894,-87.65393685
"100","05/03/2016 02:25:00 PM","APARTMENT",FALSE,1933,19,41.93925849,-87.66380409
"101","05/03/2016 06:10:00 PM","VEHICLE NON-COMMERCIAL",FALSE,811,8,41.79327599,-87.77823659
"102","05/03/2016 02:00:00 PM","COLLEGE/UNIVERSITY GROUNDS",FALSE,111,1,41.88575329,-87.62699624
"103","05/03/2016 06:00:00 PM","RESIDENCE",FALSE,412,4,41.74016931,-87.57820157
"104","05/03/2016 06:00:00 PM","STREET",FALSE,633,6,41.73277179,-87.60472899
"105","05/03/2016 09:00:00 PM","STREET",FALSE,915,9,41.83185793,-87.64491566
"106","05/03/2016 12:00:00 PM","BANK",FALSE,931,9,41.8081478,-87.66496197
"107","05/03/2016 10:22:00 PM","VEHICLE NON-COMMERCIAL",FALSE,424,4,41.73699363,-87.54582776
"108","05/03/2016 05:00:00 PM","RESIDENCE",FALSE,2433,24,41.99615508,-87.67345707
"109","05/04/2016 12:46:00 PM","RESTAURANT",FALSE,2213,22,41.72124785,-87.65996945
"110","05/03/2016 11:00:00 AM","APARTMENT",FALSE,1712,17,41.98025918,-87.71000978
"111","05/03/2016 09:00:00 PM","APARTMENT",FALSE,1523,15,41.88638227,-87.76339888
"112","05/03/2016 10:54:00 PM","SMALL RETAIL STORE",TRUE,2533,25,41.90950808,-87.7551807
"113","05/03/2016 10:00:00 AM","OTHER",FALSE,1833,18,41.90025005,-87.62727361
"114","05/03/2016 10:30:00 PM","SIDEWALK",FALSE,1024,10,41.85129667,-87.7064588
"115","05/03/2016 11:30:00 PM","STREET",FALSE,1235,12,41.85669507,-87.64885236
"116","05/03/2016 02:05:00 AM","BAR OR TAVERN",FALSE,1924,19,41.94495301,-87.64941621
"117","05/03/2016 04:30:00 PM","STREET",FALSE,623,6,41.75025215,-87.61813096
"118","05/03/2016 07:00:00 PM","ATHLETIC CLUB",FALSE,1934,19,41.93358238,-87.64551708
"119","05/03/2016 08:00:00 PM","STREET",FALSE,1424,14,41.90711883,-87.67868029
"120","05/03/2016 04:30:00 PM","APARTMENT",FALSE,332,3,41.77270119,-87.58506036
"121","05/03/2016 07:40:00 AM","OTHER",FALSE,131,1,41.85981528,-87.62397793
"122","05/03/2016 09:45:00 PM","RESIDENCE",FALSE,223,2,41.80758633,-87.61512779
"123","05/03/2016 10:30:00 PM","SPORTS ARENA/STADIUM",FALSE,2223,22,41.71790308,-87.63749255
"124","05/03/2016 09:30:00 PM","STREET",FALSE,1933,19,41.93994148,-87.65208674
"125","05/03/2016 01:00:00 PM","SMALL RETAIL STORE",FALSE,1724,17,41.96119177,-87.70736456
"126","05/03/2016 01:30:00 AM","RESIDENCE",FALSE,712,7,41.78765064,-87.64863395
"127","05/03/2016 10:00:00 AM","OTHER",FALSE,1814,18,41.91857831,-87.63618385
"128","05/03/2016 12:27:00 PM","OTHER",FALSE,132,1,41.85730848,-87.61934007
"129","05/03/2016 06:30:00 PM","STREET",FALSE,1411,14,41.92920189,-87.69876576
"130","05/03/2016 02:30:00 PM","APARTMENT",FALSE,1523,15,41.88728587,-87.75694927
"131","05/03/2016 11:25:00 PM","STREET",FALSE,1214,12,41.88591631,-87.65448252
"132","05/03/2016 05:00:00 PM","APARTMENT",FALSE,1924,19,41.945916,-87.65307443
"133","05/03/2016 02:00:00 PM","DRUG STORE",FALSE,1222,12,41.88098896,-87.70485404
"134","05/03/2016 08:00:00 AM","",FALSE,1631,16,41.94004203,-87.82762547
"135","05/03/2016 06:00:00 PM","OTHER",FALSE,2433,24,41.99345733,-87.65831807
"136","05/03/2016 10:00:00 PM","STREET",FALSE,232,2,41.78653906,-87.62063552
"137","05/03/2016 12:00:00 AM","OTHER",FALSE,1831,18,41.89232854,-87.64052046
"138","05/03/2016 04:00:00 PM","OTHER",FALSE,1632,16,41.95193503,-87.79085381
"139","05/04/2016 08:00:00 AM","OTHER",FALSE,1231,12,41.87156685,-87.67048835
"140","05/04/2016 11:58:00 AM","OTHER",TRUE,332,3,41.76971848,-87.58427023
"141","05/04/2016 12:50:00 PM","STREET",TRUE,2223,22,41.71793338,-87.63479637
"142","05/03/2016 09:00:00 AM","OTHER",FALSE,132,1,41.85393075,-87.62384107
"143","05/03/2016 05:00:00 PM","RESIDENCE",FALSE,2432,24,42.00229294,-87.66807366
"144","05/03/2016 04:00:00 PM","STREET",FALSE,411,4,41.75273668,-87.59187063
"145","05/03/2016 10:00:00 AM","STREET",FALSE,715,7,41.78669138,-87.6689433
"146","05/03/2016 12:00:00 PM","RESIDENCE-GARAGE",FALSE,832,8,41.76474177,-87.67981809
"147","05/03/2016 11:00:00 AM","RESIDENCE",FALSE,1733,17,41.95101895,-87.71038665
"148","05/04/2016 12:50:00 PM","RESIDENCE",FALSE,1225,12,41.8774702,-87.67822288
"149","05/03/2016 05:30:00 PM","STREET",FALSE,312,3,41.77596364,-87.61551737
"150","05/04/2016 08:00:00 AM","STREET",FALSE,611,6,41.74792601,-87.6633736
"151","05/03/2016 12:00:00 PM","RESIDENCE",FALSE,1632,16,41.94782459,-87.79972205
"152","05/03/2016 05:00:00 PM","OTHER",FALSE,1122,11,41.88893198,-87.71978611
"153","05/03/2016 07:00:00 AM","APARTMENT",FALSE,823,8,41.77984007,-87.70676293
"154","05/03/2016 01:00:00 PM","PARK PROPERTY",FALSE,422,4,41.74628779,-87.56516873
"155","01/01/2015 12:00:00 AM","NURSING HOME/RETIREMENT HOME",FALSE,334,3,NA,NA
"156","03/21/2016 09:00:00 AM","ATM (AUTOMATIC TELLER MACHINE)",FALSE,614,6,NA,NA
"157","04/01/2016 03:00:00 PM","RESIDENCE",FALSE,313,3,NA,NA
"158","11/24/2015 05:30:00 PM","RESIDENCE",FALSE,1124,11,NA,NA
"159","04/01/2016 12:30:00 PM","RESIDENCE",FALSE,1421,14,NA,NA
"160","04/05/2016 12:01:00 AM","RESIDENCE",FALSE,1934,19,NA,NA
"161","01/15/2016 09:00:00 AM","COMMERCIAL / BUSINESS OFFICE",FALSE,2533,25,NA,NA
"162","01/01/2016 12:00:00 AM","SCHOOL, PUBLIC, BUILDING",TRUE,1915,19,NA,NA
"163","04/12/2016 04:00:00 PM","STREET",FALSE,413,4,NA,NA
"164","05/01/2016 11:40:00 AM","SIDEWALK",FALSE,935,9,41.794879,-87.63179049
"165","01/01/2016 12:01:00 AM","RESIDENCE",FALSE,523,5,NA,NA
"166","04/02/2016 12:12:00 PM","RESIDENCE",FALSE,1023,10,NA,NA
"167","04/09/2016 10:00:00 AM","APARTMENT",FALSE,1724,17,NA,NA
"168","02/28/2016 12:01:00 AM","SCHOOL, PUBLIC, BUILDING",FALSE,722,7,NA,NA
"169","04/01/2016 12:00:00 PM","OTHER",FALSE,1611,16,NA,NA
"170","04/04/2016 03:15:00 PM","SMALL RETAIL STORE",FALSE,1834,18,NA,NA
"171","04/11/2016 12:01:00 AM","RESIDENCE",FALSE,1032,10,NA,NA
"172","03/09/2016 10:45:00 AM","",FALSE,1834,18,NA,NA
"173","04/01/2016 03:00:00 PM","SCHOOL, PUBLIC, GROUNDS",FALSE,931,9,NA,NA
"174","03/15/2016 09:00:00 AM","STREET",FALSE,1423,14,NA,NA
"175","03/15/2016 12:00:00 PM","RESIDENCE",FALSE,1422,14,NA,NA
"176","03/14/2016 12:00:00 PM","SMALL RETAIL STORE",FALSE,513,5,NA,NA
"177","03/01/2016 09:00:00 AM","OTHER",FALSE,622,6,NA,NA
"178","05/03/2016 09:08:00 PM","STREET",FALSE,835,8,41.7586063,-87.68674885
"179","05/03/2016 02:00:00 PM","STREET",FALSE,1533,15,41.87946715,-87.74819558
"180","05/04/2016 12:01:00 AM","APARTMENT",FALSE,934,9,41.79406181,-87.662677
"181","05/04/2016 12:47:00 AM","ALLEY",FALSE,725,7,41.77147534,-87.66157428
"182","05/04/2016 12:15:00 AM","SIDEWALK",TRUE,1134,11,41.87274397,-87.7091499
"183","05/04/2016 12:14:00 AM","STREET",TRUE,821,8,41.80811735,-87.70427567
"184","05/04/2016 12:17:00 AM","SIDEWALK",TRUE,523,5,41.66329207,-87.63814672
"185","05/04/2016 12:08:00 AM","STREET",FALSE,533,5,41.65913748,-87.60887511
"186","05/04/2016 12:00:00 AM","RESIDENCE",FALSE,421,4,41.75358538,-87.56319432
"187","05/04/2016 12:45:00 AM","RESIDENCE PORCH/HALLWAY",FALSE,724,7,41.76987408,-87.65667148
"188","05/04/2016 12:45:00 AM","RESIDENCE",FALSE,914,9,41.84451832,-87.63871703
"189","05/04/2016 01:40:00 AM","STREET",FALSE,1213,12,41.89795937,-87.66311903
"190","05/04/2016 12:00:00 AM","APARTMENT",FALSE,1513,15,41.86912653,-87.77346516
"191","05/19/2015 01:12:00 AM","APARTMENT",TRUE,1933,19,41.93994326,-87.651925
"192","01/01/2015 12:00:00 AM","RESIDENCE",TRUE,2511,25,41.93653888,-87.78198708
"193","01/13/2016 05:50:00 PM","BANK",TRUE,234,2,41.79946141,-87.59620632
"194","01/19/2016 04:39:00 PM","BANK",TRUE,2013,20,41.9895994,-87.66025687
"195","01/25/2016 08:58:00 AM","BANK",TRUE,2422,24,42.01939873,-87.67543958
"196","02/05/2016 08:59:00 AM","BANK",TRUE,2412,24,42.00448731,-87.67984643
"197","02/18/2016 08:50:00 AM","BANK",TRUE,2411,24,42.00908726,-87.69017186
"198","01/01/2012 12:00:00 AM","RESIDENCE",TRUE,2512,25,NA,NA
"199","01/01/2012 12:00:00 AM","RESIDENCE",TRUE,2512,25,NA,NA
"200","03/02/2016 04:54:00 PM","BANK",TRUE,234,2,41.79951843,-87.59099784
"201","03/05/2016 05:47:00 AM","STREET",FALSE,1712,17,41.97381475,-87.72206486
"202","03/14/2016 10:15:00 AM","APARTMENT",FALSE,1024,10,41.85475296,-87.71123359
"203","03/18/2016 08:42:00 AM","RESIDENTIAL YARD (FRONT/BACK)",TRUE,2532,25,41.91219587,-87.7630995
"204","02/27/2016 03:45:00 PM","VACANT LOT/LAND",FALSE,2223,22,41.73525191,-87.63873055
"205","03/22/2016 10:45:00 AM","RESIDENTIAL YARD (FRONT/BACK)",TRUE,2532,25,NA,NA
"206","04/11/2016 11:30:00 PM","STREET",TRUE,634,6,41.72307462,-87.62378426
"207","04/17/2016 10:30:00 PM","GAS STATION",TRUE,1132,11,41.8749748,-87.72547505
"208","05/04/2016 11:50:00 AM","APARTMENT",FALSE,934,9,41.79972165,-87.64937099
"209","04/18/2016 10:50:00 AM","POLICE FACILITY/VEH PARKING LOT",TRUE,225,2,41.80171934,-87.63070362
"210","02/02/2016 11:59:00 PM","STREET",TRUE,323,3,NA,NA
"211","04/22/2016 11:21:00 AM","VACANT LOT/LAND",TRUE,1021,10,41.85993099,-87.7091387
"212","04/24/2016 02:45:00 PM","RESIDENCE PORCH/HALLWAY",TRUE,1034,10,41.85195123,-87.69180719
"213","05/04/2016 11:53:00 AM","APARTMENT",FALSE,323,3,41.76488381,-87.62328714
"214","04/25/2016 11:10:00 AM","OTHER",FALSE,211,2,41.83100324,-87.62708478
"215","04/15/2016 11:56:00 PM","OTHER",FALSE,531,5,41.69283384,-87.60431945
"216","04/25/2016 07:12:00 PM","STREET",TRUE,215,2,41.80934083,-87.61923474
"217","04/26/2016 04:55:00 PM","APARTMENT",TRUE,1235,12,41.85608483,-87.6418111
"218","04/27/2016 01:44:00 PM","SIDEWALK",TRUE,323,3,41.76177285,-87.60547861
"219","04/28/2016 04:15:00 PM","RESIDENCE",TRUE,321,3,41.77500188,-87.60183161
"220","05/02/2016 08:30:00 AM","HOTEL/MOTEL",FALSE,1831,18,41.89083129,-87.63031551
"221","05/04/2016 11:55:00 AM","ALLEY",FALSE,1131,11,41.87503958,-87.74369027
"222","05/03/2016 04:00:00 PM","STREET",FALSE,1634,16,41.94142909,-87.75739185
"223","05/03/2016 12:25:00 PM","RESTAURANT",FALSE,112,1,41.8807081,-87.62991973
"224","03/31/2016 02:00:00 PM","RESIDENCE",FALSE,222,2,NA,NA
"225","11/01/2014 09:00:00 AM","ATM (AUTOMATIC TELLER MACHINE)",FALSE,1834,18,NA,NA
"226","05/03/2016 08:00:00 AM","VACANT LOT/LAND",FALSE,832,8,41.773033,-87.68090705
"227","04/04/2016 02:50:00 PM","LIBRARY",TRUE,1531,15,NA,NA
"228","05/01/2013 01:26:00 AM","ALLEY",TRUE,1024,10,41.8543025,-87.71369727
"229","05/04/2016 12:22:00 AM","APARTMENT",FALSE,1533,15,41.87818863,-87.74933454
"230","05/04/2016 02:40:00 AM","STREET",FALSE,1133,11,41.87519839,-87.71747939
"231","05/04/2016 02:40:00 AM","APARTMENT",TRUE,712,7,41.78337588,-87.64555918
"232","05/04/2016 01:10:00 AM","STREET",FALSE,726,7,41.76971165,-87.66880695
"233","05/04/2016 02:15:00 AM","BAR OR TAVERN",FALSE,821,8,41.80800325,-87.71306892
"234","05/04/2016 01:07:00 AM","STREET",FALSE,1613,16,41.97446941,-87.80473648
"235","05/04/2016 12:30:00 AM","SIDEWALK",FALSE,123,1,41.87527257,-87.62425131
"236","05/04/2016 01:20:00 AM","RESIDENCE",FALSE,632,6,41.73285897,-87.61377364
"237","05/04/2016 11:05:00 AM","APARTMENT",TRUE,1033,10,41.84912076,-87.70150309
"238","05/04/2016 01:24:00 AM","APARTMENT",TRUE,835,8,41.75998368,-87.7024992
"239","05/04/2016 10:31:00 AM","SCHOOL, PUBLIC, BUILDING",TRUE,614,6,41.74584892,-87.65967947
"240","05/04/2016 12:05:00 AM","RESIDENCE",TRUE,1821,18,41.905256,-87.63452878
"241","05/04/2016 02:30:00 AM","RESIDENCE",FALSE,634,6,41.7264743,-87.6263698
"242","05/04/2016 12:33:00 AM","SIDEWALK",FALSE,612,6,41.75231021,-87.65428696
"243","05/04/2016 10:30:00 AM","RESIDENCE-GARAGE",FALSE,1731,17,41.94330987,-87.73346803
"244","05/04/2016 03:00:00 AM","APARTMENT",TRUE,313,3,41.78127743,-87.61565243
"245","05/04/2016 02:08:00 AM","APARTMENT",TRUE,1133,11,41.86726481,-87.71391723
"246","05/04/2016 01:30:00 AM","RESIDENCE PORCH/HALLWAY",FALSE,711,7,41.78463945,-87.64164438
"247","05/04/2016 03:20:00 AM","ALLEY",FALSE,712,7,41.78640901,-87.64981318
"248","05/04/2016 12:02:00 AM","RESIDENCE",FALSE,532,5,41.67077485,-87.61961899
"249","05/04/2016 12:01:00 AM","BAR OR TAVERN",FALSE,1925,19,41.94995389,-87.64957229
"250","05/04/2016 03:40:00 AM","SIDEWALK",FALSE,332,3,41.76622965,-87.57785572
"251","05/04/2016 03:50:00 AM","STREET",FALSE,214,2,41.82387397,-87.61387448
"252","05/04/2016 12:56:00 AM","STREET",FALSE,1923,19,41.94784175,-87.6543479
"253","05/04/2016 04:00:00 AM","STREET",FALSE,2424,24,42.01400961,-87.68129079
"254","05/04/2016 05:30:00 AM","APARTMENT",FALSE,1135,11,41.87105482,-87.69688858
"255","05/04/2016 03:00:00 AM","SIDEWALK",FALSE,1033,10,41.84985263,-87.69539208
"256","05/04/2016 01:57:00 PM","OTHER",FALSE,1033,10,41.85119573,-87.70155975
"257","05/04/2016 02:10:00 AM","APARTMENT",FALSE,424,4,41.74238338,-87.54421927
"258","05/04/2016 03:35:00 AM","VEHICLE NON-COMMERCIAL",FALSE,1833,18,41.9000624,-87.62088426
"259","05/04/2016 05:50:00 AM","RESIDENCE",FALSE,211,2,41.83364708,-87.62060119
"260","05/04/2016 05:50:00 AM","STREET",FALSE,712,7,41.780722,-87.64967193
"261","05/04/2016 04:30:00 AM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,1624,16,41.95994384,-87.76722572
"262","05/04/2016 12:53:00 AM","RESIDENTIAL YARD (FRONT/BACK)",FALSE,1522,15,41.8765882,-87.76012246
"263","05/04/2016 05:00:00 AM","APARTMENT",FALSE,423,4,41.72885291,-87.55411868
"264","05/04/2016 04:40:00 AM","APARTMENT",FALSE,1115,11,41.87796215,-87.72681639
"265","05/04/2016 01:40:00 AM","RESIDENCE",FALSE,512,5,41.70270197,-87.6111987
"266","05/04/2016 04:35:00 AM","GAS STATION",FALSE,631,6,41.74845823,-87.60515996
"267","05/04/2016 04:05:00 AM","STREET",FALSE,631,6,41.74470867,-87.6163713
"268","05/04/2016 06:14:00 AM","APARTMENT",TRUE,2011,20,41.98950274,-87.69572108
"269","05/04/2016 05:40:00 AM","STREET",FALSE,321,3,41.77632263,-87.60583838
"270","05/04/2016 06:35:00 AM","RESIDENCE",TRUE,1611,16,42.00653363,-87.81762117
"271","05/04/2016 07:40:00 AM","RESTAURANT",TRUE,123,1,41.87536742,-87.62762099
"272","05/04/2016 02:00:00 AM","RESIDENTIAL YARD (FRONT/BACK)",FALSE,1112,11,41.89972579,-87.71889305
"273","05/04/2016 07:49:00 AM","HOTEL/MOTEL",FALSE,1614,16,41.98105183,-87.83965884
"274","05/04/2016 07:30:00 AM","TAXICAB",FALSE,2433,24,41.99010759,-87.65521578
"275","05/04/2016 02:00:00 AM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,224,2,41.80316011,-87.62267765
"276","05/04/2016 08:11:00 AM","SIDEWALK",FALSE,912,9,41.82632535,-87.67150558
"277","05/04/2016 07:20:00 AM","RESIDENCE",FALSE,923,9,41.79879026,-87.68905898
"278","05/04/2016 08:00:00 AM","APARTMENT",FALSE,2413,24,41.99645774,-87.69593861
"279","05/04/2016 06:50:00 AM","STREET",FALSE,922,9,41.81304957,-87.70291051
"280","05/04/2016 09:00:00 AM","APARTMENT",FALSE,1824,18,41.90860635,-87.62595452
"281","05/04/2016 08:48:00 AM","RESIDENCE",FALSE,933,9,41.80379148,-87.6624105
